"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"11",151,156,"",0,4,0,5,0,5,0,4,0,5,0,4,1,4,0,4,1,5,0,4,1,5,0,4,0,NA,3,"","","","","","","","","",NA,"17","1",16,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","27SEP1965","7","2","","2",2,3,NA,"NSP","","","",2,0,0,2,0,1,"HONDA",600,"CB-F S","Roadster","","2008","29",3,1,1000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",1000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","1999","","","1984","NRP","","","","Motorcycle"
"12",1714,179,"",1,4,0,3,0,4,0,3,1,5,0,3,0,3,0,3,0,3,0,3,1,4,0,2,0,NA,3,"","","","","","","","","",NA,"0","0",5,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","05JUN1978","5","2","","2",2,3,NA,"NSP","","","",2,1,0,1,0,1,"MOTO GUZZI",1200,"GRISO 8V","Roadster","","2011","24",2,1,6000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",6000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2010","","","1999","NRP","","","","Motorcycle"
"13",954,209,"",2,5,0,3,2,6,0,1,2,5,0,2,1,5,1,4,1,5,0,2,1,4,0,2,0,NA,10,"","","","","","","","","",NA,"4","0",4,1,1,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","25MAY1987","7","1","","1",1,1,NA,"NSP","","","",1,0,0,1,0,1,"KAWASAKI",750,"Z 750-N IE","Roadster","","2004","37",2,1,4000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",4000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2009","","","2005","NRP","","","","Motorcycle"
"14",1946,211,"75V1",0,1,1,1,1,1,0,1,3,4,2,2,1,1,2,1,1,1,3,2,3,4,2,3,1,0,19,"","","","","","","","","",NA,"3","1",15,1,9,"Vou","6","","","",NA,NA,NA,"LE VEHICULE MET UN COUP DE VOLANT POUR EVITER LE V2HICULE QUI LE PR2CEDE","CETTE SUTUATION ARRIVE SOUVENT QUAND LE VEHICULE QUI PREDCEDE REDUIT FORTEMENT SA VITESSE POUR TOURNER DAS NUN RUE PERPENDICULAIRE LE VEHICULE SUIVEUR EST SURPRIT DE SA LENTEUR CETTE SITUATION ARRIVE SOUVENT AUSSI QUAND LE V2HICULE QUI TOURNE EST SURPRIS PAR LA PRESENCE D UN PIETON SUR LE PASSAGE PROTEGE  DU CU SA MANOEUVRE EST PLUS LONUE ET LE VEHICULE SUIVEUR EST SURPRIT","ACTION D4UNE MANOEUVRE D EVITEMENT AVEC UN GROS FREINAGE","NRP","2","ATTENDRE QUE LE VEHICULE FINNISE SA MANOEUVRE POUR TOURNER ET ANTICIPER QUE LE SUIVANT VA ETRE SURPRIS","1","1","3","NSP","1","PAR SON EVITEMENT","2","",NA,NA,NA,NA,"","",1,"",NA,NA,NA,NA,"MISE EN MODE EVITEMENT","2","5","","","1","3","3","4","1","1","1","1","1",1,4,4,4,1,4,6,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,2,1,0,100,0,0,0,"2","","","","","3","1","","","",1,"1","1",2,0,60,1,10,2,4,7,NA,NA,NA,NA,NA,"4","4","4","4","4","4","KAWASAKI","600","ZX-6R NINJA","2882","SPORTIVE","KAWASAKI, 600 ZX-6R NINJA","1","2","1","1",1,1,1,1,1,1,1,1,"80000","12",4,0,"","","","","","","","","","","14SEP1972","7","2","","1",3,4,1,"1","","","",2,0,0,1,0,1,"YAMAHA",600,"FZ6-S FAZER","Roadster","","2000","33",4,1,1500,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",1500,"4",3,2,NA,NA,NA,NA,NA,NA,"NRP","","","1990","2000","","","1990","NRP","","","","Motorcycle"
"15",870,225,"",1,4,0,6,1,5,0,2,1,3,0,3,0,4,3,4,12,6,0,3,1,5,1,5,1,2,22,"VOITURE SUR VOIE DE DROITE COUPANT ROND POINT A SUR VOIE DE GAUCHE POUR FILER","VEHICULE ARRETE SUR BAS COTE REPREND SA ROUTE SANS SE SOUCIER DE LA CIRCULATION","","","","","","","",NA,"4","1",17,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","09OCT1975","6","2","","1",3,4,1,"1","","","",3,1,0,1,0,2,"HONDA",750,"AFRICA TWIN","Trail / Supermotard","","1997","18",3,1,5000,"","PEUGEOT","50","LUDIX","Scooter","","2005",16,2,2,5000,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","1998","","","1993","NRP","","","","Motorcycle"
"16",167,245,"55V2",0,6,0,5,0,5,0,3,5,6,1,6,0,5,2,4,10,5,0,1,0,3,1,4,1,1,20,"Un véhicule refuse la priorité alors que je suis dans un rond point","","","","","","","","",NA,"7","3",4,1,6,"Vou","1","5","6","",NA,NA,NA,"Je remontais une file de voiture à l'arrêt, quand un véhicule sortant d'un parking à droite m'a percuté. Je l'ai vu qu'au dernier moment, rien moyen de faire.","Quand j'ai vu la voiture arriver et que je savais qu'il allait pas s'arreter.","Au dernier moment, j'ai regardé en face si personne ne venait, ce qui était le cas, j'ai tenté un évitement d'urgence à gauche sans succés, la voiture m'a percuté à l'arrière droit.  Je ne suis pas tombé, j'ai garé la moto et ai été tout de suite voir le conducteur. On a fait un constat.","NRP","2","JE me méfie énormement en remonté de file maintenant.","1","NSP","","NSP","2","","6","",NA,NA,NA,NA,"","",NA,"",NA,NA,1,NA,"Je savais que j'allais être percuté. Il n'y avait pas grand chose à faire.","4","3","","","1","1","3","3","3","1","1","1","4",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,2,1,1,0,100,0,0,0,"2","","","","","4","1","","","",2,"1","3",NA,0,30,1,2,3,4,7,9,NA,NA,NA,NA,"4","3","3","1","3","4","DERBI","125","MULHACEN CAFE","12604","ROADSTER","DERBI, 125 MULHACEN CAFE","1","2","1","1",1,1,1,1,1,1,1,1,"5000","12",3,1,"HYOSUNG","125","RT KARION","4890","TRAIL / SUPERMOTARD","HYOSUNG, 125 RT KARION","1","2","2","3","14AUG1973","7","2","","2",1,1,NA,"NSP","","","",1,0,0,1,0,1,"YAMAHA",600,"XJ6","Roadster","","2011","33",2,1,10000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"4",3,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2010","","","1991","NRP","","","","Motorcycle"
"17",1060,268,"289V2",0,3,0,5,0,5,1,2,0,4,0,4,1,2,0,4,0,4,0,3,0,5,0,4,0,NA,2,"","","","","","","","","",NA,"22","0",22,1,7,"Vou","5","","","",NA,NA,NA,"Entrée en virage un peu trop vite, avec une mauvaise trajectoire qui m'a fait ressortir du virage sur la voie opposée. heureusement la vitesse avait chuté et j'ai pu d'un coup de guidon éviter la voiture qui venait en face.","Mauvaise trajectoire Vitesse non adaptée","J'aborde un virage à droite en aveugle avec la sensation que je pouvais aborder le virage à la vitesse avec laquelle je roulais. Je suis placé plutôt à l'intérieur du virage, et le virage se referme. Je freine, mais ma trajectoire s'élargit et je me retrouve sur la voie opposée avec un véhicule qui venait en face. Heureusement la vitesse ayant chuté, un coup de guidon sur la droit me ramène sur ma voie. Je crois que le véhicule en sens inverse a freiné.","NRP","2","Trajectoire, et méfiance dans les virages que je ne connais pas.","1","1","1","Se trouver en face d'un motard sur sa voie, alors qu'il abordait un virage.","1","Il a freiné, donc m'a donné le temps supplémentaire pour réussir ma manoeuvre","1","2",6,NA,NA,NA,"","1",2,"",NA,NA,3,NA,"L'imminence d'un accident !","3","1","2","","NSP","1","3","3","3","1","1","1","1",4,4,4,4,1,7,NA,NA,NA,NA,NA,NA,NA,1,"2","","","","",NA,NA,NA,2,2,NA,2,1,1,1,100,0,0,0,0,"1","1","4","","","2","1","","","",3,"2","3",NA,0,70,1,10,2,3,4,7,NA,NA,NA,NA,"4","4","4","4","4","4","HONDA","650","DOMINATOR","418","TRAIL / SUPERMOTARD","HONDA, 650 DOMINATOR","1","2","1","1",1,1,1,1,1,1,1,1,"NSP","12",2,0,"","","","","","","","","","","10NOV1964","5","1","","2",4,4,2,"1","","","",2,1,0,1,0,1,"YAMAHA",900,"TDM","Roadster","","2006","37",3,2,5000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","1992","","","1983","NRP","","","","Motorcycle"
"18",490,313,"",0,6,0,5,0,5,0,5,2,5,0,3,0,4,0,3,0,5,3,4,2,4,0,4,1,0,7,"","","","","","","","","",NA,"0","0",7,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","24JUN1975","7","1","","1",2,5,0,"NSP","","","",1,0,0,1,0,1,"KAWASAKI",750,"ZR-7 S","Roadster","","2003","37",1,2,10000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2008","","","1994","NRP","","","","Motorcycle"
"19",1094,326,"",0,4,1,4,1,5,0,4,4,4,0,4,2,3,0,3,1,5,4,5,0,3,1,5,0,NA,14,"","","","","","","","","",NA,"5","0",13,1,12,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30NOV1982","5","2","","2",2,3,NA,"NSP","","","",2,0,0,1,0,1,"YAMAHA",1300,"FJR","Routière / GT","","2010","39",1,2,15300,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",15300,"4",3,2,NA,NA,NA,NA,NA,NA,"NRP","","","2002","2002","","","2000","NRP","","","","Motorcycle"
"20",1100,368,"",0,5,0,5,0,6,0,5,0,6,0,3,0,4,0,3,0,3,0,1,0,3,0,2,0,NA,0,"","","","","","","","","",NA,"6","0",0,1,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","07MAR1972","6","2","","2",1,1,NA,"NSP","","","",0,0,0,1,0,1,"HONDA",600,"HORNET","Roadster","","2009","22",2,1,18000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",18000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2009","","","1993","NRP","","","","Motorcycle"
"21",977,412,"",10,5,2,4,2,4,0,4,3,3,0,4,0,2,10,4,2,4,0,3,3,4,1,3,1,1,34,"VOITURE QUI GRILLE LE FEU ROUGE","","","","","","","","",NA,"5","5",9,1,2,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","07NOV1964","8","2","","2",2,3,NA,"NSP","","","",1,0,0,2,0,2,"HONDA",125,"CG","Roadster","","2005","16",1,2,15000,"","HONDA","800","VFR-F","Routière / GT","","2006",18,2,1,12000,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",27000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2006","","","1994","NRP","","","","Scooter"
"22",956,419,"",0,6,0,6,0,4,0,2,0,4,0,3,1,5,2,2,0,3,0,2,1,5,0,2,0,NA,4,"","","","","","","","","",NA,"2","0",6,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","18JAN1963","6","2","","2",3,4,1,"4","","","",1,0,0,1,0,1,"HONDA",1000,"VARADERO","Trail / Supermotard","","2002","40",2,1,4000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",4000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","2009","","","1984","NRP","","","","Motorcycle"
"23",707,445,"176V2",0,6,0,5,0,4,0,3,2,6,0,4,0,2,1,3,3,4,1,6,0,2,5,5,1,1,13,"étant sur un rond point une voiture m'a couper la route","","","","","","","","",NA,"4","0",30,1,12,"Alo","4","","","",NA,NA,NA,"De nuit,sous la pluie dans une rue trés mal éclairée un gamin a vélo a surgi sous mes roues.Heureusement que j'avais l'abs,freinage d'urgence et évitement.Depuis toutes mes motos ont eu l'abs.","l'éclairage pourri,la nuit,la pluie et la fait que le gamin soit sorti ""de nulle part"".","Le gamin surgi,freinage comme un ""sourd"",déclenchement de l'abs et évitement.","3","2","Je fais encore plus attention de nuit en ville.","1","2","","je pense qu'il ne s'est même pas rendu compte du danger","2","","1","2",NA,NA,NA,NA,"","2",1,"",NA,NA,NA,NA,"Je n'ai vu le gamin qu'au dernier moment.","4","1","2","","2","1","2","4","1","1","1","1","1",4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","AUT|éclairage pourri","","","",NA,NA,NA,2,2,NA,2,1,3,2,50,50,0,0,0,"2","","","","","1","2","","","",1,"1","1",1,0,40,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","HONDA","600","CB-F S IE ABS","11268","ROADSTER","HONDA, 600 CB-F S IE ABS","1","2","1","1",0,2,2,2,2,2,2,2,"30000","12",3,1,"HONDA","1000","VARADERO IE","5595","TRAIL / SUPERMOTARD","HONDA, 1000 VARADERO IE","1","2","4","4","22AUG1966","6","2","","2",4,4,2,"1","3","","",1,0,0,1,0,1,"HONDA",1300,"PAN EUROPEAN","Routière / GT","","2002","16",1,2,10000,"","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","","","NRP","1985","","","2004","NRP","","","","Motorcycle"
"24",772,451,"",0,3,0,3,0,6,0,1,3,4,0,3,0,5,2,5,2,5,0,2,0,3,0,2,1,1,8,"ROUTE COUPE DANS UN ROND POINT ET LA VOITURE MA SERRE ENSUITE SUR LE TROTTOIR DU TERRE PLEIN DU ROND POINT","","","","","","","","",NA,"4","0",24,1,5,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","02MAR1971","7","2","","2",3,4,1,"4","","","",3,1,0,1,0,3,"SUZUKI",1250,"BANDIT-S","Roadster","","2008","22",3,1,8000,"","PEUGEOT","50","V CLIC","Scooter","","2008",23,4,1,1000,"","SOLEX (IMPEX)","50","SOLEX","Roadster","","1962",23,4,1,500,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",9500,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","","","1988","1996","","","1989","NRP","","","","Motorcycle"
