"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"1568",1214,6612,"",1,5,0,5,0,5,0,5,0,5,2,4,0,5,0,2,0,3,0,4,0,4,3,4,0,NA,6,"","","","","","","","","",NA,"3","3",36,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","31JAN1959","5","2","3","2",4,4,2,"NRP","","","",1,0,0,2,0,2,"YAMAHA",600,"XTE","TRAIL / SUPERMOTARD","2","1997","10",1,2,5000,"6","HONDA","125","CB-S3","ROADSTER","2","1976",41,4,1,200,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5200,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1975","1977","NRP","NRP","1977","NRP","","","","Motorcycle"
"1569",339,6613,"",2,4,3,3,2,2,0,5,2,4,2,4,0,5,5,4,4,3,1,4,1,4,0,4,0,NA,22,"","","","","","","","","",NA,"0","0",8,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","15SEP1986","7","2","3","2",3,4,1,"NRP","","","",2,2,0,2,0,2,"HONDA",600,"HORNET","ROADSTER","2","2004","10",2,1,2000,"7","HONDA","500","CB","ROADSTER","2","2001",10,4,1,500,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",2500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2007","NRP","NRP","2005","NRP","","","","Motorcycle"
"1570",1756,6616,"",2,5,0,3,1,4,0,5,1,5,0,3,0,3,0,3,10,3,0,3,2,2,0,2,0,NA,16,"","","","","","","","","",NA,"0","0",3,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","25MAY1964","5","2","3","2",1,1,NA,"NRP","","","",2,0,0,1,0,1,"HONDA",600,"CB-F ""N""","ROADSTER","2","2009","18",2,2,10000,"6","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"4",3,2,7,8,NA,NA,NA,NA,"NRP","NRP","1983","1983","2012","2012","NRP","1983","NRP","","","","Motorcycle"
"1571",511,6617,"37V2",0,6,0,4,2,5,0,6,8,4,0,6,0,4,0,2,20,2,0,1,0,5,4,5,1,2,36,"Perte d'adhérence dans des carrefours giratoires dûe à la remontée des polluants et saletés présents dans le sol lors de pluies fines. Ce type de pluie est très dangereux parce qu'elle ""graisse"" la route sans pour autant la laver.","Perte d'adhérence aux niveaux des échangeurs routiers, des voies d'accélération et de sorties sans compter les zones sous les ponts sont propices aux accidents par leur encrassement, la présence d'humidité et les tracés au sol rendus glissants par l'hiver.","","","","","","","",NA,"4","0",8,1,12,"Alo","6","","","",NA,NA,NA,"Principalement en période d'hiver où il fait nuit, la pluie avec l'éblouissement des feux de croisement des autres usagers de la route se réfractant sur les bandes blanches au sol et les dits piétons à ce même carrefour circulant pour prendre leur car (arrêts de chaque coté de la voierie). J'ai beau le savoir qu'il faut être très prudent j'arrive encore à me faire surprendre, surtout par l'éblouissement en cas de pluie ; le carrefour se trouve sur une butte. La commune a pourtant aménagé la zone en ajoutant de l'éclairage additionnel (mieux) mais c'est aux conducteurs de faire attention quoiqu'il arrive. Les piétons savent que c'est dangereux, eux-mêmes marchent sur des oeufs je le vois bien. C'est à tous d'être prudent. Le problème ne se pose pas en plein jour, mais il ne faut pas se relâcher, être vu des autres reste une règle d'or !","Clairement l'éblouissement par les feux des autres usagers, c'est pire s'il pleut, avec un cran supplémentaire la nuit, j'insiste sur le fait que le carrefour est sur une butte.","L'erreur vient de moi, c'est tout.  Le piéton tranversait lentement dans les clous, arrivé au milieu de la route, sur ses gardes.   J'avais bien ralenti, comme d'habitude à environ 10km/h. Le piéton m'avait bien vu, pas moi avec les feux du car stationné en sens opposé.  La nuit, la pluie, le matin (6h50) ; c'est grâce au fait que le piéton a stoppé net son mouvement que je suis passé à coté lui droit dans mes bottes. S'en est suivi un ""bor... c'est pas vrai!"" avec la funeste impression d'être un tocard.  Si ce piéton n'avait pas stoppé il y aurait eu impact avec les conséquences associées. Ce qui me dérange le plus est le sentiment de ne pas en faire assez malgré tout ; ""Où ai-je encore fait une erreur?"". Frustrant.","NRP","2","Plus concentré qu'avant en agglomération et en dehors. Mais pas seulement pour les piétons, cela vaut pour les cyclistes, les chevreuils sans gilets jaunes et les conducteurs au téléphone, etc ...","1","NSP","","En cas d'impact des dommages collatéraux auraient pû être subis par des tiers proches de la zone n'ayant rien à voir avec la situation initiale.","NSP","","2","3",6,NA,NA,NA,"","",1,"3",NA,NA,2,NA,"Comment ai-je réussi à ne pas voir ce fichu piéton malgré mon attention !?","3","1","1","","1","1","3","3","3","1","1","3","5",5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,2,2,90,5,0,0,5,"2","","","","","1","2","AUT|éblouissement","","",1,"1","1",1,0,20,1,2,3,4,7,8,NA,NA,NA,NA,"4","4","4","4","4","2","YAMAHA","600","FZS FAZER","3559","ROADSTER","YAMAHA, 600 FZS FAZER","1","2","1","1",1,1,1,1,1,1,1,1,"103000","12",4,0,"","","","","","","","","","","03JUL1983","7","2","3","2",3,4,1,"NRP","","","",1,0,0,1,0,1,"YAMAHA",600,"FZS FAZER","ROADSTER","2","2002","34",2,2,12000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",12000,"4",3,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2007","NRP","NRP","2002","NRP","","","","Motorcycle"
"1572",321,6625,"",0,4,2,6,0,2,0,4,3,4,0,5,0,5,3,4,15,3,0,4,2,3,5,3,0,NA,30,"","","","","","","","","",NA,"15","0",15,1,2,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","05JUL1979","7","1","3","2",3,4,1,"NRP","","","",2,0,0,2,0,2,"APRILIA",1000,"RS-V MILLE R","SPORTIVE","2","2003","37",3,1,4000,"7","SUZUKI","125","TS","TRAIL / SUPERMOTARD","2","1977",37,4,1,1000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1998","NRP","NRP","1997","NRP","","","","Motorcycle"
"1573",1651,6628,"",1,4,0,4,1,4,0,4,5,3,0,2,1,4,1,2,0,2,1,3,0,2,0,3,1,0,10,"","","","","","","","","",NA,"4","0",5,1,5,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","16MAY1987","8","2","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"SUZUKI",500,"GS +35KW","ROADSTER","2","1990","29",3,1,3000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",3000,"4",3,1,NA,NA,NA,NA,NA,NA,"2001","NRP","NRP","NRP","2010","NRP","NRP","2005","NRP","","","","Motorcycle"
"1574",765,6629,"279V2",1,6,0,4,0,3,0,2,0,5,2,5,2,4,0,2,2,3,0,2,0,1,0,3,1,2,9,"Il y avait des travaux et une camionette à voulu reculer pour prendre une rue perpendiculaire. J'était juste derrière elle et le conducteur ne m'a pas vu. Je suis content d'avoir un bon klaxon et un pot un peu bruyant.","La route était défoncée par des racines d'arbres déformant le bitume et non signalée. Dangereux...","","","","","","","",NA,"3","0",6,1,1,"Vou","4","5","","",NA,NA,NA,"Je roulait en ville à environ 60km/h (donc trop vite oui) sur une voie à double sens. Le conducteur en BAR à décidé de me couper la voie pour tourner à sa gauche alors qu'il n'avait pas le droit (le carrefour obligeait à prendre la sortie de droite puis à attendre le feu tricolore avant de traverser ma voie). Le conducteur n'avait vu ni le panneau d'interdiction de tourner à gauche ni le motard (moi) arrivant en face. Le conducteur (et sa passagère étaient jeunes, sobres et ne roulaient pas trop vite. J'avais mon phare allumé, il n'y avait pas beaucoup de circulation et il faisait jour. Bilan: un beau vol plané par dessus la voiture et une sv650 à la casse. (heureusement je portais un équipement complet y compris dorsale pantalon cuir, bottes et gants.","Il est vrai que je roulait un peu vite. Mais ma voie était bien dégagée et il y avait peu de circulation. L'élément déclencheur c'est la mauvaise visibilité du panneau d'interdiction, l'abscence de marquage spécifique à sol et évidement l'inatention du conducteur que j'ai percuté.","Mon action à été d'agriper les freins (largement trop tard) L'automobiliste n'a eu aucune réaction puisqu'il ne m'a pas vu arriver et qu'il a coupé ma voie alors que j'étais très proche, il n'a donc pas eu le temps de faire quoi que ce soit avant que je le percute.","NRP","2","Je me méfie bien plus des vehicules arrivant en sens opposé.","1","2","","NSP","2","","2","6",NA,NA,NA,NA,"","",2,"",NA,NA,1,NA,"Il était trop tard pour faire quoi que ce soit","4","3","","","1","2","4","4","3","1","1","2","5",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","AUT|panneau de signalisation mal positionné","","","",NA,NA,NA,2,2,NA,2,1,3,1,5,80,0,15,0,"2","","","","","2","1","","","",1,"1","3",NA,0,60,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","SUZUKI","650","SV-S","3865","SPORTIVE","SUZUKI, 650 SV-S","1","2","1","1",1,1,1,1,1,1,1,1,"34000","6",3,1,"KAWASAKI","500","ER-5","3335","ROADSTER","KAWASAKI, 500 ER-5","1","null","3","4","02SEP1988","8","1","3","2",1,1,NA,"NRP","","","",0,1,0,1,0,1,"SUZUKI",650,"SV-S","SPORTIVE","2","2005","37",1,2,15000,"1","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",15000,"1",2,3,4,7,NA,NA,NA,NA,"2004","NRP","2006","2010","2010","NRP","NRP","2006","NRP","","","","Motorcycle"
"1575",526,6631,"",2,4,2,4,0,2,0,4,5,5,0,5,0,2,0,2,0,3,0,2,0,3,10,3,1,3,22,"Cycliste franchissant feux rouge","Cycliste sur passage piéton en rouge","Cycliste en sens interdit sur la chaussée","","","","","","",NA,"0","2",2,1,12,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","23FEB1964","5","1","3","2",3,4,1,"NRP","","","",2,0,0,2,0,2,"SUZUKI",650,"V-STROM ABS","TRAIL / SUPERMOTARD","2","2006","37",1,2,15000,"7","HONDA","125","VARADERO","TRAIL / SUPERMOTARD","2","2004",37,3,2,1000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",16000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2013","NRP","NRP","1983","NRP","","","","Motorcycle"
"1576",1103,6632,"",0,6,1,4,3,4,0,6,2,5,1,5,1,4,2,4,1,5,0,1,1,1,1,1,1,2,15,"Glissade sur verglas","Demmarage d un vehicule sur le bas cote sans clignotants ni feu !","","","","","","","",NA,"20","12",10,1,8,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","10OCT1978","7","1","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"HONDA",900,"CBR-RR FIREBLADE","SPORTIVE","2","2004","37",2,1,5000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5000,"2",3,4,7,NA,NA,NA,NA,NA,"NRP","NRP","1997","1997","2005","NRP","NRP","1997","NRP","","","","Motorcycle"
"1577",1224,6633,"179V1",2,5,0,4,3,5,0,6,3,5,1,5,0,3,0,2,3,5,0,3,0,1,10,2,1,5,27,"ouverture portiere","non respect feu rouge","non respect stop","mauvais positionnement dans les rond points","mauvais positionnement dans les rond points","","","","",NA,"2","2",35,1,1,"Vou","4","6","","",NA,NA,NA,"NRP","NRP","NRP","NRP","3","","1","2","","NSP","2","","2","4",NA,NA,NA,NA,"","",1,"",2,NA,NA,NA,"le vehicule a franchit une ligne continue","3","3","","","3","4","3","4","2","1","1","2","1",1,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,3,1,0,100,0,0,0,"NSP","","","","","2","1","","","",2,"1","3",NA,0,70,1,10,2,3,4,7,NA,NA,NA,NA,"4","4","4","4","4","4","DUCATI","1200","MONSTER S","20624","ROADSTER","DUCATI, 1200 MONSTER S","1","2","0","1",1,1,1,1,1,0,0,0,"3500","12",2,1,"YAMAHA","1000","R1 (YZF-R1)","3560","SPORTIVE","YAMAHA, 1000 R1 (YZF-R1)","1","2","4","4","15NOV1959","2","2","3","2",3,4,1,"NRP","","","",2,0,0,3,0,1,"YAMAHA",1000,"R1 IE (YZF-R1)","SPORTIVE","2","1998","29",1,1,15000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",15000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1976","1978","NRP","NRP","1980","NRP","","","","Motorcycle"
"1578",1611,6638,"",0,4,0,4,1,5,0,6,0,6,0,1,1,5,0,3,1,2,2,3,0,4,0,2,0,NA,5,"","","","","","","","","",NA,"0","0",7,1,7,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","29JUN1981","5","1","3","2",2,3,NA,"NRP","","","",2,0,0,3,0,2,"KAWASAKI",250,"NINJA 250R ""ZX2-R""","SPORTIVE","2","2009","37",3,1,6000,"7","KAWASAKI","600","ZX-6R NINJA","SPORTIVE","2","2009",37,3,1,2000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",8000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2010","NRP","NRP","1999","NRP","","","","Motorcycle"
"1579",858,6640,"274V2",2,5,0,4,0,5,0,4,0,5,0,5,0,4,3,4,2,3,0,2,2,5,0,3,1,1,10,"Je remontais entre 2 files de voitures et un véhicule sur ma gauche a fait un écart, accrochant mon guidon avec son rétroviseur. La moto est partie en guidonnage mais par chance (et parce que je ne roulais pas vite) je ne suis pas tombée...","","","","","","","","",NA,"6","0",28,1,8,"Vou","3","","","",NA,NA,NA,"Cette situation est assez révélatrice des conditions habituelles de circulation en région parisienne, et sans doute également ailleurs... L'utilisation des clignotants semble de plus en plus être une option, ce qui fait que les conducteurs de 2-roues doivent encore plus anticiper les comportements des autres conducteurs (sur 2, 3 ou 4 roues) afin de ne pas être surpris par des changements de file. C'est également très énervant de voir d'autres conducteurs se précipiter dans l'espace de sécurité qu'on essaie de préserver devant soi.","l'élément déclencheur c'est l'autre véhicule qui change brutalement de file sans crier gare, et la difficulté c'est de de devoir adapter instantanément sa propre vitesse et son positionnement sur la voie, tout en ayant un oeil dans le dos pour vérifier que le véhicule qui nous suit ne va pas nous tamponner par l'arrière","voir ma réponse précédente : freiner tout en surveillant aussi ce qui se passe derrière et reconstituer une distance de sécurité","NRP","2","c'est une situation fréquente qui oblige à essayer d'anticiper en permanence le comportement des autres conducteurs et à conserver une distance de sécurité suffisante","0","","","","","","2","4",NA,NA,NA,NA,"","",1,"",2,NA,NA,NA,"malgré tout ce qu'on essaye d'anticiper, on est toujours surpris quand un autre véhicule change de file sans prévenir et sans clignotant","3","3","","","NSP","1","3","4","2","1","1","2","1",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"2","","","","","3","1","","","",1,"4","3",NA,0,60,1,2,3,4,NA,NA,NA,NA,NA,NA,"4","4","4","4","4","4","SUZUKI","750","GSX INAZUMA","3563","ROADSTER","SUZUKI, 750 GSX INAZUMA","1","2","1","1",1,1,1,1,1,1,1,1,"115000","12",4,1,"YAMAHA","600","XTE","1991","TRAIL / SUPERMOTARD","YAMAHA, 600 XTE","1","2","4","4","03MAY1965","5","1","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"SUZUKI",750,"GSX INAZUMA","ROADSTER","2","1998","37",1,2,10000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1987","NRP","NRP","1985","NRP","","","","Motorcycle"
"1580",644,6648,"",1,4,0,4,3,4,0,4,0,4,0,4,0,5,10,4,10,4,0,4,0,4,0,4,0,NA,24,"","","","","","","","","",NA,"1","2",9,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","10JUL1979","5","1","3","2",3,4,1,"NRP","","","",2,0,0,1,0,1,"YAMAHA",1300,"FJR (SANS VALISE)","Routière / GT","2","2002","37",1,2,10000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1997","2005","NRP","NRP","1997","NRP","","","","Motorcycle"
